"REF_DATE","GEO","DGUID","Fuel type","Supply and demand characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Commercial and other institutional","Terajoules","283","units","0","v54275779","3.14.46","11371","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Commercial and other institutional","Terajoules","283","units","0","v54275779","3.14.46","8755","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Commercial and other institutional","Terajoules","283","units","0","v54275779","3.14.46","9893","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Commercial and other institutional","Terajoules","283","units","0","v54275779","3.14.46","10293","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Commercial and other institutional","Terajoules","283","units","0","v54275779","3.14.46","9988","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Statistical difference","Terajoules","283","units","0","v54275780","3.14.47","","x","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Statistical difference","Terajoules","283","units","0","v54275780","3.14.47","","x","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Statistical difference","Terajoules","283","units","0","v54275780","3.14.47","","x","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Statistical difference","Terajoules","283","units","0","v54275780","3.14.47","-13626","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Statistical difference","Terajoules","283","units","0","v54275780","3.14.47","-4001","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Statistical difference","Terajoules","283","units","0","v54275780","3.14.47","4583","","","","0"
"2015","Prince Edward Island","2016A000211","Total primary and secondary energy","Energy use, final demand","Terajoules","283","units","0","v54276087","4.1.18","23029","","","","0"
"2016","Prince Edward Island","2016A000211","Total primary and secondary energy","Energy use, final demand","Terajoules","283","units","0","v54276087","4.1.18","23586","","","","0"
"2017","Prince Edward Island","2016A000211","Total primary and secondary energy","Energy use, final demand","Terajoules","283","units","0","v54276087","4.1.18","23792","","","","0"
"2018","Prince Edward Island","2016A000211","Total primary and secondary energy","Energy use, final demand","Terajoules","283","units","0","v54276087","4.1.18","23418","","","","0"
"2019","Prince Edward Island","2016A000211","Total primary and secondary energy","Energy use, final demand","Terajoules","283","units","0","v54276087","4.1.18","24299","","","","0"
"2020","Prince Edward Island","2016A000211","Total primary and secondary energy","Energy use, final demand","Terajoules","283","units","0","v54276087","4.1.18","23896","","","","0"
"2015","Prince Edward Island","2016A000211","Total primary and secondary energy","Total industrial","Terajoules","283","units","0","v54276096","4.1.31","2577","","","","0"
"2016","Prince Edward Island","2016A000211","Total primary and secondary energy","Total industrial","Terajoules","283","units","0","v54276096","4.1.31","2527","","","","0"
"2017","Prince Edward Island","2016A000211","Total primary and secondary energy","Total industrial","Terajoules","283","units","0","v54276096","4.1.31","2709","","","","0"
"2018","Prince Edward Island","2016A000211","Total primary and secondary energy","Total industrial","Terajoules","283","units","0","v54276096","4.1.31","2292","","","","0"
"2019","Prince Edward Island","2016A000211","Total primary and secondary energy","Total industrial","Terajoules","283","units","0","v54276096","4.1.31","2922","","","","0"
"2020","Prince Edward Island","2016A000211","Total primary and secondary energy","Total industrial","Terajoules","283","units","0","v54276096","4.1.31","3851","","","","0"
"2015","Prince Edward Island","2016A000211","Total primary and secondary energy","Total transportation","Terajoules","283","units","0","v54276105","4.1.42","10844","","","","0"
"2016","Prince Edward Island","2016A000211","Total primary and secondary energy","Total transportation","Terajoules","283","units","0","v54276105","4.1.42","11657","","","","0"
"2017","Prince Edward Island","2016A000211","Total primary and secondary energy","Total transportation","Terajoules","283","units","0","v54276105","4.1.42","11535","","","","0"
"2018","Prince Edward Island","2016A000211","Total primary and secondary energy","Total transportation","Terajoules","283","units","0","v54276105","4.1.42","11428","","","","0"
"2019","Prince Edward Island","2016A000211","Total primary and secondary energy","Total transportation","Terajoules","283","units","0","v54276105","4.1.42","11428","","","","0"
"2020","Prince Edward Island","2016A000211","Total primary and secondary energy","Total transportation","Terajoules","283","units","0","v54276105","4.1.42","10295","","","","0"
"2015","Prince Edward Island","2016A000211","Total primary and secondary energy","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54276106","4.1.43","2180","","","","0"
"2016","Prince Edward Island","2016A000211","Total primary and secondary energy","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54276106","4.1.43","2286","","","","0"
"2017","Prince Edward Island","2016A000211","Total primary and secondary energy","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54276106","4.1.43","2280","","","","0"
"2018","Prince Edward Island","2016A000211","Total primary and secondary energy","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54276106","4.1.43","2426","","","","0"
"2019","Prince Edward Island","2016A000211","Total primary and secondary energy","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54276106","4.1.43","2516","","","","0"
"2020","Prince Edward Island","2016A000211","Total primary and secondary energy","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54276106","4.1.43","2567","","","","0"
"2015","Prince Edward Island","2016A000211","Total primary and secondary energy","Residential","Terajoules","283","units","0","v54276107","4.1.44","3662","","","","0"
"2016","Prince Edward Island","2016A000211","Total primary and secondary energy","Residential","Terajoules","283","units","0","v54276107","4.1.44","3673","","","","0"
"2017","Prince Edward Island","2016A000211","Total primary and secondary energy","Residential","Terajoules","283","units","0","v54276107","4.1.44","3742","","","","0"
"2018","Prince Edward Island","2016A000211","Total primary and secondary energy","Residential","Terajoules","283","units","0","v54276107","4.1.44","3625","","","","0"
"2019","Prince Edward Island","2016A000211","Total primary and secondary energy","Residential","Terajoules","283","units","0","v54276107","4.1.44","3789","","","","0"
"2020","Prince Edward Island","2016A000211","Total primary and secondary energy","Residential","Terajoules","283","units","0","v54276107","4.1.44","3648","","","","0"
"2015","Prince Edward Island","2016A000211","Total primary and secondary energy","Public administration","Terajoules","283","units","0","v54276108","4.1.45","459","","","","0"
"2016","Prince Edward Island","2016A000211","Total primary and secondary energy","Public administration","Terajoules","283","units","0","v54276108","4.1.45","538","","","","0"
"2017","Prince Edward Island","2016A000211","Total primary and secondary energy","Public administration","Terajoules","283","units","0","v54276108","4.1.45","494","","","","0"
"2018","Prince Edward Island","2016A000211","Total primary and secondary energy","Public administration","Terajoules","283","units","0","v54276108","4.1.45","537","","","","0"
"2019","Prince Edward Island","2016A000211","Total primary and secondary energy","Public administration","Terajoules","283","units","0","v54276108","4.1.45","551","","","","0"
"2020","Prince Edward Island","2016A000211","Total primary and secondary energy","Public administration","Terajoules","283","units","0","v54276108","4.1.45","522","","","","0"
"2015","Prince Edward Island","2016A000211","Total primary and secondary energy","Commercial and other institutional","Terajoules","283","units","0","v54276109","4.1.46","3320","","","","0"
"2016","Prince Edward Island","2016A000211","Total primary and secondary energy","Commercial and other institutional","Terajoules","283","units","0","v54276109","4.1.46","2904","","","","0"
"2017","Prince Edward Island","2016A000211","Total primary and secondary energy","Commercial and other institutional","Terajoules","283","units","0","v54276109","4.1.46","3029","","","","0"
"2018","Prince Edward Island","2016A000211","Total primary and secondary energy","Commercial and other institutional","Terajoules","283","units","0","v54276109","4.1.46","3108","","","","0"
"2019","Prince Edward Island","2016A000211","Total primary and secondary energy","Commercial and other institutional","Terajoules","283","units","0","v54276109","4.1.46","3092","","","","0"
"2020","Prince Edward Island","2016A000211","Total primary and secondary energy","Commercial and other institutional","Terajoules","283","units","0","v54276109","4.1.46","3010","","","","0"
"2015","Prince Edward Island","2016A000211","Total primary and secondary energy","Statistical difference","Terajoules","283","units","0","v54276110","4.1.47","","x","","","0"
"2016","Prince Edward Island","2016A000211","Total primary and secondary energy","Statistical difference","Terajoules","283","units","0","v54276110","4.1.47","","x","","","0"
"2017","Prince Edward Island","2016A000211","Total primary and secondary energy","Statistical difference","Terajoules","283","units","0","v54276110","4.1.47","","x","","","0"
"2018","Prince Edward Island","2016A000211","Total primary and secondary energy","Statistical difference","Terajoules","283","units","0","v54276110","4.1.47","","x","","","0"
"2019","Prince Edward Island","2016A000211","Total primary and secondary energy","Statistical difference","Terajoules","283","units","0","v54276110","4.1.47","-1973","","","","0"
"2020","Prince Edward Island","2016A000211","Total primary and secondary energy","Statistical difference","Terajoules","283","units","0","v54276110","4.1.47","-2636","","","","0"
"2015","Prince Edward Island","2016A000211","Total coal","Energy use, final demand","Terajoules","283","units","0","v54276333","4.29.18","0","","","","0"
"2016","Prince Edward Island","2016A000211","Total coal","Energy use, final demand","Terajoules","283","units","0","v54276333","4.29.18","0","","","","0"
"2017","Prince Edward Island","2016A000211","Total coal","Energy use, final demand","Terajoules","283","units","0","v54276333","4.29.18","0","","","","0"
"2018","Prince Edward Island","2016A000211","Total coal","Energy use, final demand","Terajoules","283","units","0","v54276333","4.29.18","0","","","","0"
"2019","Prince Edward Island","2016A000211","Total coal","Energy use, final demand","Terajoules","283","units","0","v54276333","4.29.18","0","","","","0"
"2020","Prince Edward Island","2016A000211","Total coal","Energy use, final demand","Terajoules","283","units","0","v54276333","4.29.18","0","","","","0"
"2015","Prince Edward Island","2016A000211","Natural gas","Energy use, final demand","Terajoules","283","units","0","v54276337","4.5.18","","x","","","0"
